lat,lon,district,category,count
36.20013,127.33903,서구,소매,2
36.20078,127.34003,서구,숙박,6
36.19884,127.33869,서구,음식,2
36.20484,127.44301,동구,음식,1
36.20011,127.44905,동구,음식,1
36.2106,127.33478,서구,숙박,1
36.21397,127.33633,서구,소매,2
36.21022,127.33795,서구,숙박,12
36.21289,127.3376,서구,음식,1
36.21436,127.34783,서구,숙박,3
36.21058,127.43904,동구,과학·기술,2
36.21256,127.44046,동구,보건의료,1
36.21176,127.43888,동구,부동산,1
36.21103,127.43969,동구,소매,3
36.21064,127.43917,동구,수리·개인,1
36.21306,127.44018,동구,시설관리·임대,2
36.21142,127.43991,동구,음식,5
36.22329,127.29462,서구,시설관리·임대,1
36.2249,127.30201,서구,소매,1
36.21905,127.32184,서구,예술·스포츠,1
36.22399,127.3346,서구,보건의료,1
36.22399,127.3346,서구,소매,1
36.21921,127.34064,서구,소매,4
36.22176,127.33903,서구,숙박,1
36.22136,127.34019,서구,음식,4
36.22205,127.34604,서구,숙박,1
36.22205,127.34604,서구,예술·스포츠,1
36.21873,127.3464,서구,음식,2
36.2203,127.43818,동구,과학·기술,2
36.22147,127.44143,동구,소매,5
36.21792,127.44001,동구,시설관리·임대,1
36.21794,127.44129,동구,음식,11
36.22474,127.45888,동구,과학·기술,1
36.22875,127.29352,서구,예술·스포츠,1
36.22961,127.30244,서구,소매,1
36.23036,127.30289,서구,음식,1
36.22831,127.31038,서구,수리·개인,1
36.22907,127.31139,서구,시설관리·임대,1
36.23055,127.30795,서구,음식,1
36.23188,127.31839,서구,과학·기술,2
36.23227,127.31732,서구,부동산,1
36.23227,127.31732,서구,소매,2
36.22871,127.34444,서구,소매,1
36.2318,127.33953,서구,숙박,8
36.23063,127.34407,서구,음식,4
36.22891,127.3471,서구,소매,3
36.23043,127.34875,서구,숙박,3
36.23279,127.35056,서구,시설관리·임대,1
36.22693,127.34524,서구,음식,1
36.23191,127.40664,중구,음식,1
36.2253,127.44385,동구,음식,2
36.23291,127.45418,동구,과학·기술,1
36.22705,127.45301,동구,보건의료,1
36.22784,127.44884,동구,소매,3
36.2266,127.44561,동구,수리·개인,2
36.22781,127.44931,동구,시설관리·임대,2
36.22691,127.44598,동구,음식,2
36.22892,127.45527,동구,과학·기술,1
36.22858,127.45566,동구,교육,1
36.22616,127.45689,동구,소매,1
36.23802,127.31288,서구,소매,3
36.23795,127.31369,서구,수리·개인,1
36.23781,127.31429,서구,음식,1
36.23852,127.3195,서구,과학·기술,2
36.23963,127.31875,서구,소매,4
36.23828,127.32195,서구,수리·개인,1
36.23832,127.31804,서구,시설관리·임대,1
36.23837,127.31974,서구,음식,2
36.23574,127.34239,서구,소매,2
36.2351,127.34141,서구,예술·스포츠,1
36.23583,127.34223,서구,음식,3
36.2392,127.34773,서구,예술·스포츠,1
36.24287,127.34657,서구,음식,1
36.24306,127.40468,중구,음식,1
36.24386,127.47322,동구,교육,1
36.236,127.46664,동구,숙박,2
36.23984,127.47017,동구,음식,2
36.24099,127.47658,동구,음식,1
36.25056,127.3403,서구,교육,4
36.25467,127.34087,서구,보건의료,3
36.25454,127.34055,서구,부동산,3
36.25327,127.3406,서구,소매,23
36.25395,127.3402,서구,수리·개인,7
36.25023,127.34197,서구,시설관리·임대,4
36.25308,127.34276,서구,예술·스포츠,2
36.25292,127.34115,서구,음식,19
36.25274,127.34645,서구,과학·기술,2
36.25444,127.39734,중구,소매,1
36.25462,127.4016,중구,음식,1
36.2459,127.40865,중구,교육,1
36.24981,127.40742,중구,소매,1
36.24884,127.40965,중구,음식,1
36.24523,127.42776,중구,과학·기술,1
36.25309,127.47715,동구,소매,2
36.25369,127.4779,동구,음식,2
36.25748,127.30023,서구,시설관리·임대,1
36.25645,127.34197,서구,과학·기술,1
36.25516,127.34123,서구,소매,4
36.25527,127.34017,서구,수리·개인,1
36.25517,127.34182,서구,시설관리·임대,1
36.25547,127.34084,서구,음식,5
36.26106,127.34638,서구,교육,1
36.26195,127.46305,동구,소매,1
36.25781,127.47986,동구,소매,1
36.27335,127.26906,유성구,소매,4
36.27355,127.26913,유성구,음식,1
36.26648,127.28484,유성구,소매,1
36.27196,127.29036,유성구,부동산,1
36.27055,127.29018,유성구,음식,8
36.27041,127.32867,서구,과학·기술,1
36.27148,127.34065,서구,소매,5
36.27286,127.33844,서구,예술·스포츠,1
36.27064,127.33994,서구,음식,3
